	query acc	query length	subject acc	subject length	bit score	score	alignment length	% identity	subject tax id
385	AC138625.1	483	AC278692	146978	532.0	288	288	100.0	9606
386	AC138625.1	483	AC270556	186427	496.0	268	291	97.595	9598
387	LINC01841	573	NR_134908	573	1059.0	573	573	100.0	9606
388	LINC01841	573	XR_002940680	429	754.0	408	429	98.368	9598
389	LINC01841	573	KX592814	12712469	87.9	47	118	80.508	9913
390	AC231533.1	925	NM_003173	2736	1112.0	602	602	100.0	9606
391	AC231533.1	925	AC186197	189347	1090.0	590	602	99.336	9598
392	AC231533.1	925	BC111156	2888	887.0	480	600	93.333	9913
393	AC231533.1	925	BC023860	2743	654.0	354	600	86.333	10090
394	AC231533.1	925	CR353281	758	167.0	90	253	79.051	9031
395	GAU1	1249	NR_110112	1249	2307.0	1249	1249	100.0	9606
396	GAU1	1249	XM_016922820	9694	403.0	218	236	97.458	9598
397	AC021915.2	635	AK124532	5063	898.0	486	486	100.0	9606
398	AC021915.2	635	AC187747	216886	134.0	72	126	86.508	9598
399	LINC01087	3516	NR_108087	3516	6493.0	3516	3516	100.0	9606
400	LINC01087	3516	XR_001714371	4789	3810.0	2063	2157	98.609	9598
401	AL117328.2	1940	AL117328	50502	3583.0	1940	1940	100.0	9606
402	AL117328.2	1940	AC280142	184578	427.0	231	311	91.64	9598
403	AC017104.3	568	AC017104	168880	809.0	438	438	100.0	9606
404	AC017104.3	568	AC192570	224990	763.0	413	429	98.834	9598
405	AP003555.3	432	AP003555	121600	540.0	292	292	100.0	9606
406	AP003555.3	432	XM_016921441	5098	516.0	279	295	98.305	9598
407	AC090921.1	1195	BC015129	1207	2174.0	1177	1195	99.498	9606
408	AC090921.1	1195	XR_001720414	4017	1378.0	746	761	99.343	9598
409	AL353804.2	347	AL353804	167668	459.0	248	248	100.0	9606
410	AL353804.2	347	AC187736	208989	161.0	87	106	94.34	9598
411	AL691497.1	449	XR_001737776	465	398.0	215	215	100.0	9606
412	AL691497.1	449	AC192128	192173	187.0	101	125	93.6	9598
413	AP000350.7	8030	AP000350	162328	14829.0	8030	8030	100.0	9606
414	AP000350.7	8030	AC192730	180242	651.0	352	636	85.535	9598
415	AC004012.1	534	XR_001745286	1891	987.0	534	534	100.0	9606
416	AC004012.1	534	XR_001719386	1257	870.0	471	486	98.971	9598
417	LINC01098	1034	NR_028342	1039	1905.0	1031	1034	99.903	9606
418	LINC01098	1034	NM_001013010	3898	150.0	81	102	93.137	9598
419	NAPA-AS1	1753	AK057858	1753	3227.0	1747	1753	99.886	9606
420	NAPA-AS1	1753	XM_016936347	1975	449.0	243	243	100.0	9598
421	AC006372.2	1538	XR_928268	3184	2841.0	1538	1538	100.0	9606
422	AC006372.2	1538	XR_002944789	3952	2278.0	1233	1281	98.751	9598
423	AL606490.3	270	AL606490	203256	333.0	180	187	98.93	9606
424	AL606490.3	270	AC188381	226894	316.0	171	187	97.326	9598
425	AL035448.1	1831	BC026111	1846	3371.0	1825	1832	99.891	9606
426	AL035448.1	1831	XM_016937455	5128	531.0	287	290	99.655	9598
427	AL035448.1	1831	XM_002692033	9017	381.0	206	302	90.066	9913
428	AL035448.1	1831	JN948063	37729	305.0	165	398	81.91	10090
429	AL357093.1	458	AL357093	167254	457.0	247	247	100.0	9606
430	AL357093.1	458	XM_025144356	4606	132.0	71	111	88.288	9031
431	AL357093.1	458	CU467112	206180	128.0	69	88	93.182	9598
432	AC011840.2	1520	CP068261	84277185	2808.0	1520	1520	100.0	9606
433	AC011840.2	1520	XR_002940211	3997	941.0	509	647	93.199	9598
434	AC012456.1	1605	BC041899	1619	2953.0	1599	1605	99.875	9606
435	AC012456.1	1605	XR_001715252	3053	1616.0	875	896	99.219	9598
436	TUBA3FP	1974	NR_003608	1964	3627.0	1964	1964	100.0	9606
437	TUBA3FP	1974	AC193900	191018	2226.0	1205	1267	98.421	9598
438	TUBA3FP	1974	BC110002	1540	721.0	390	690	85.652	9913
439	TUBA3FP	1974	AC158609	217329	695.0	376	697	84.792	10090
440	TUBA3FP	1974	XM_004917637	1649	527.0	285	690	80.58	8364
441	LINC02458	2941	AC006199	164682	4874.0	2639	2648	99.887	9606
442	LINC02458	2941	XR_673526	1814	2156.0	1167	1231	98.294	9598
443	LINC02458	2941	XM_024979026	2741	60.2	32	38	94.737	9913
444	LINC01435	878	NR_125760	732	760.0	411	411	100.0	9606
445	LINC01435	878	XR_001706835	4868	726.0	393	411	98.54	9598
446	AC008440.1	439	CP068259	61707359	372.0	201	204	99.51	9606
447	AC008440.1	439	XR_002940706	1599	359.0	194	200	99.0	9598
448	AC022140.1	638	AC022140	93133	750.0	406	406	100.0	9606
449	AC022140.1	638	XM_001164461	2839	315.0	170	272	87.5	9598
450	AL109924.2	934	NR_134622	961	1725.0	934	934	100.0	9606
451	AL109924.2	934	XR_169752	1155	1587.0	859	935	97.433	9598
452	AC055854.1	1630	XR_001745828	3817	2887.0	1563	1563	100.0	9606
453	AC055854.1	1630	XR_001720090	1615	2724.0	1475	1511	99.206	9598
454	AC055854.1	1630	AH011378	20938	52.8	28	38	92.105	10090
455	LINC00900	3322	AK090602	3324	6082.0	3293	3324	99.699	9606
456	LINC00900	3322	XM_009424222	876	486.0	263	278	98.201	9598
457	AC048382.1	1018	AC278878	155302	1016.0	550	563	99.29	9606
458	AC048382.1	1018	AC146167	168862	176.0	95	128	91.406	9598
459	AC138781.1	505	NG_051631	19580	835.0	452	452	100.0	9606
460	AC138781.1	505	AC275242	172030	381.0	206	281	91.103	9598
461	LINC00449	872	NR_133664	887	1611.0	872	872	100.0	9606
462	LINC00449	872	XM_016925490	3471	518.0	280	292	98.63	9598
463	PAPPA-AS2	1854	NR_170222	2511	3424.0	1854	1854	100.0	9606
464	PAPPA-AS2	1854	AL691491	199017	405.0	219	412	84.709	10090
465	PAPPA-AS2	1854	AC275230	199955	56.5	30	43	90.698	9598
466	Z95114.1	14574	Z95114	212753	26914.0	14574	14574	100.0	9606
467	Z95114.1	14574	AC146469	191684	18942.0	10257	11433	96.764	9598
468	AC234781.1	1329	NR_109985	1702	2455.0	1329	1329	100.0	9606
469	AC234781.1	1329	XR_002941428	2436	2206.0	1194	1233	98.946	9598
470	AL138899.1	1999	AK097921	2005	3570.0	1933	2009	98.855	9606
471	AL138899.1	1999	XR_001710361	3433	1153.0	624	664	98.042	9598
472	AC025262.1	589	AC025262	167276	460.0	249	252	99.603	9606
473	AC025262.1	589	XM_024347703	9786	455.0	246	252	99.206	9598
474	AC135050.6	528	CP068262	96330493	676.0	366	366	100.0	9606
475	LGALSL-DT	723	XR_002959392	5571	1009.0	546	546	100.0	9606
476	LGALSL-DT	723	AC190233	194644	316.0	171	268	88.433	9598
477	AC112187.3	408	AC112187	186165	754.0	408	408	100.0	9606
478	AC112187.3	408	AC193618	194736	185.0	100	298	78.859	9598
479	AC135050.1	3380	BC047516	3382	6183.0	3348	3379	99.704	9606
480	AC135050.1	3380	XM_016929738	2307	2617.0	1417	1435	99.582	9598
481	AC135050.1	3380	XM_024985062	2896	1635.0	885	1670	84.731	9913
482	AC135050.1	3380	AC124461	185788	1171.0	634	1218	84.072	10090
483	AL592528.1	3466	NR_038876	3586	6401.0	3466	3466	100.0	9606
484	AL592528.1	3466	BS000136	133726	2953.0	1599	1711	97.838	9598
485	AC121320.1	839	NG_034162	171803	1188.0	643	643	100.0	9606
486	AC121320.1	839	BS000024	70803	176.0	95	138	89.855	9598
487	AC103957.2	510	AC270259	187180	405.0	219	219	100.0	9606
488	AC103957.2	510	AC275309	173880	394.0	213	219	99.087	9598
489	LINC01467	1187	NR_110074	1205	2193.0	1187	1187	100.0	9606
490	LINC01467	1187	XR_170348	1229	1999.0	1082	1187	97.22	9598
491	LINC01973	4678	NR_028337	4704	8639.0	4678	4678	100.0	9606
492	LINC01973	4678	AC193802	146799	7701.0	4170	4519	97.588	9598
493	AC007938.1	2902	NG_009226	27088	5360.0	2902	2902	100.0	9606
494	AC007938.1	2902	AC216085	203016	5214.0	2823	2902	99.104	9598
495	AC007938.1	2902	JX848345	366146	52.8	28	35	94.286	9913
496	AC096588.1	558	AC096588	150864	231.0	125	125	100.0	9606
497	AC096588.1	558	AC193255	165229	183.0	99	120	94.167	9598
498	IL10RB-DT	2228	AK123722	2226	4019.0	2176	2228	99.237	9606
499	IL10RB-DT	2228	AL954216	166547	3600.0	1949	2037	98.675	9598
500	AC020658.2	4020	AC020658	159007	7424.0	4020	4020	100.0	9606
501	AC020658.2	4020	XM_016946517	1199	1027.0	556	754	91.379	9598
502	AC020658.2	4020	BC102074	1114	905.0	490	754	88.462	9913
503	AC020658.2	4020	BC011291	1132	813.0	440	731	86.867	10090
504	AC020658.2	4020	BC146738	1146	494.0	267	737	79.24	7955
505	AC020658.2	4020	NM_203736	1169	448.0	242	726	78.099	8364
506	AC008915.2	730	CP068262	96330493	944.0	511	511	100.0	9606
507	AC008915.2	730	XM_009430497	3411	900.0	487	511	98.434	9598
508	AC008915.2	730	NM_001083372	2750	318.0	172	274	87.956	9913
509	AC008915.2	730	AC124379	182479	255.0	138	180	92.222	10090
510	AC010463.3	500	CP068259	61707359	924.0	500	500	100.0	9606
511	AC010463.3	500	AC182584	206103	163.0	88	131	89.313	9598
512	AC106771.1	372	AC106771	172930	279.0	151	151	100.0	9606
513	AC106771.1	372	XR_001717493	949	241.0	130	130	100.0	9598
514	AC009502.1	1965	AC009502	194958	3629.0	1965	1965	100.0	9606
515	AC009502.1	1965	AC157956	164394	3338.0	1807	1974	97.467	9598
516	AC138466.3	221	AC138466	129492	409.0	221	221	100.0	9606
517	AP003774.3	985	XR_001748068	1363	1820.0	985	985	100.0	9606
518	AP003774.3	985	AC175468	212162	1120.0	606	627	98.884	9598
519	LINC02179	3673	XR_243442	3673	6783.0	3673	3673	100.0	9606
520	LINC02179	3673	XR_674961	3673	6517.0	3529	3673	98.693	9598
521	AL357497.1	666	XR_001718251	1108	1168.0	632	662	98.489	9598
522	AL357497.1	666	NG_008970	15643	918.0	497	497	100.0	9606
523	RORB-AS1	1178	XR_002937978	3611	1831.0	991	1052	98.194	9598
524	RORB-AS1	1178	NG_046926	202842	1640.0	888	888	100.0	9606
525	AC107220.1	1037	AC107220	67392	1098.0	594	594	100.0	9606
526	AC107220.1	1037	AC188671	160779	335.0	181	245	91.429	9598
527	AC025031.3	368	AC025031	223675	680.0	368	368	100.0	9606
528	AC025031.3	368	BS000109	157620	230.0	124	162	92.593	9598
529	AC091043.1	453	AP023478	77846715	761.0	412	412	100.0	9606
530	AC091043.1	453	CU694465	194825	167.0	90	118	92.373	9598
531	AC016722.1	652	AC016722	149995	1022.0	553	553	100.0	9606
532	AC016722.1	652	AC192986	177254	276.0	149	278	84.532	9598
533	AC089998.1	3141	XR_001749233	8064	5801.0	3141	3141	100.0	9606
534	AC089998.1	3141	AC146469	191684	353.0	191	297	88.215	9598
535	LINC01243	721	NR_135134	751	1332.0	721	721	100.0	9606
536	LINC01243	721	XR_682174	722	1288.0	697	722	98.892	9598
537	FO393401.1	600	NG_051604	69394	878.0	475	475	100.0	9606
538	FO393401.1	600	AC189863	168070	878.0	475	475	100.0	9598
539	AC022613.1	2530	NR_135221	2580	4663.0	2525	2525	100.0	9606
540	AC022613.1	2530	XM_016927847	2986	4390.0	2377	2540	97.953	9598
541	LINC02069	2591	NR_110043	2606	4785.0	2591	2591	100.0	9606
542	LINC02069	2591	XM_009425839	6771	381.0	206	301	89.701	9598
543	PPP4R1-AS1	379	NR_110774	394	701.0	379	379	100.0	9606
544	PPP4R1-AS1	379	XR_002940493	394	676.0	366	378	98.942	9598
545	LINC02585	196	NR_111921	216	363.0	196	196	100.0	9606
546	LINC02585	196	XR_001713329	291	145.0	78	88	96.591	9598
547	AC114760.2	2065	AK098043	2082	3651.0	1977	2082	98.463	9606
548	AC114760.2	2065	AC183613	180545	361.0	195	277	90.253	9598
549	AC073911.1	1151	NR_110091	1151	2126.0	1151	1151	100.0	9606
550	AC073911.1	1151	XR_001708444	880	1258.0	681	700	99.143	9598
551	LINC02117	540	AC108172	190619	569.0	308	308	100.0	9606
552	LINC02117	540	XR_001717599	2010	385.0	208	245	95.51	9598
553	AC103770.1	833	XR_928400	785	795.0	430	430	100.0	9606
554	AC103770.1	833	AC187732	171811	394.0	213	256	94.531	9598
555	AC087354.1	1037	AK075337	1156	1801.0	975	1037	98.071	9606
556	AC087354.1	1037	DQ112128	7533	1559.0	844	908	97.687	9598
557	TDRKH-AS1	992	NR_146292	1099	1832.0	992	992	100.0	9606
558	TDRKH-AS1	992	XR_675145	1082	1762.0	954	992	98.79	9598
559	LINC02225	4069	NR_109900	4065	7507.0	4065	4065	100.0	9606
560	LINC02225	4069	XR_680172	4177	7088.0	3838	4079	98.112	9598
561	AL138767.1	744	AL138767	111645	586.0	317	320	99.688	9606
562	AL138767.1	744	AC183385	148940	385.0	208	274	91.971	9598
563	BSN-DT	2603	NR_038866	2603	4807.0	2603	2603	100.0	9606
564	BSN-DT	2603	AC211562	165370	392.0	212	290	91.034	9598
565	AL022323.5	2059	AL022323	183113	3803.0	2059	2059	100.0	9606
566	AL022323.5	2059	AC195270	211014	457.0	247	464	84.698	9598
567	AC100832.2	776	CP068261	84277185	1434.0	776	776	100.0	9606
568	AC100832.2	776	AC202278	218927	141.0	76	170	82.941	9598
569	LINC00927	2878	NR_033833	2922	5315.0	2878	2878	100.0	9606
570	LINC00927	2878	AC183773	168126	294.0	159	295	85.085	9598
571	AC020978.1	428	NG_054896	54859	551.0	298	298	100.0	9606
572	AC020978.1	428	AC149132	215862	154.0	83	117	90.598	9598
573	AC108125.1	543	CP068262	96330493	1003.0	543	543	100.0	9606
574	AC108125.1	543	AC160649	192241	383.0	207	300	89.667	9598
575	LINC02078	4237	NR_109783	4237	7825.0	4237	4237	100.0	9606
576	LINC02078	4237	AC241408	171810	512.0	277	445	87.64	9598
577	AC003991.2	576	NR_120517	587	1064.0	576	576	100.0	9606
578	AC003991.2	576	AC161123	190856	885.0	479	485	99.588	9598
579	AC003991.2	576	NM_001075350	860	152.0	82	88	97.727	9913
580	AC025259.3	687	NR_170321	684	1264.0	684	684	100.0	9606
581	AC025259.3	687	XM_003313690	2676	730.0	395	408	99.02	9598
582	AC025259.3	687	XM_005206219	2606	403.0	218	402	85.821	9913
583	AC025259.3	687	XM_006520456	2706	307.0	166	409	81.418	10090
584	AC129507.4	411	CP068261	84277185	407.0	220	220	100.0	9606
585	AC106820.2	3264	NR_135198	3264	6028.0	3264	3264	100.0	9606
586	AC106820.2	3264	AC194531	202929	3149.0	1705	1831	97.761	9598
587	AC005391.1	341	AC005391	43987	440.0	238	241	99.585	9606
588	AC005391.1	341	AC191716	228389	135.0	73	115	88.696	9598
589	AC104982.1	893	AC104982	164107	1578.0	854	881	98.978	9606
590	AC104982.1	893	AC194764	196192	340.0	184	273	89.377	9598
591	LINC02202	2664	NR_109890	2863	4920.0	2664	2664	100.0	9606
592	LINC02202	2664	AC183799	174044	392.0	212	297	90.572	9598
593	AC091170.1	2190	XR_243880	2260	4045.0	2190	2190	100.0	9606
594	AC091170.1	2190	XR_675696	2541	3703.0	2005	2199	97.271	9598
595	AC138894.2	371	AC278982	94499	686.0	371	371	100.0	9606
596	AC138894.2	371	AC275747	140758	680.0	368	371	99.73	9598
597	AL450992.2	506	NR_024237	2333	935.0	506	506	100.0	9606
598	AL450992.2	506	XR_002939129	1612	616.0	333	351	98.291	9598
599	LINC02142	577	XR_001742596	607	1059.0	573	573	100.0	9606
600	LINC02142	577	XR_001717459	574	952.0	515	539	98.516	9598
601	LINC01756	2148	NR_110758	2180	3967.0	2148	2148	100.0	9606
602	LINC01756	2148	XM_016941975	8088	63.9	34	40	95.0	9598
603	AC106037.1	336	CP068260	80542536	577.0	312	328	98.476	9606
604	AC106037.1	336	AC194541	176367	348.0	188	333	85.886	9598
605	AC099518.4	455	NR_119382	543	841.0	455	455	100.0	9606
606	AC099518.4	455	XR_001710246	672	667.0	361	376	98.67	9598
607	AC099518.4	455	XM_002698015	4459	158.0	85	134	88.06	9913
608	AC126696.1	756	CP068262	96330493	1223.0	662	662	100.0	9606
609	AC126696.1	756	AC191738	224140	1173.0	635	662	98.64	9598
610	LINC01230	3017	NG_017051	14209	5572.0	3017	3017	100.0	9606
611	LINC01230	3017	AC189955	158536	231.0	125	251	83.665	9598
612	LINC00582	597	NR_034037	612	1103.0	597	597	100.0	9606
613	LINC00582	597	XR_169196	837	1053.0	570	597	98.492	9598
614	AC016598.1	560	AC008645	104390	808.0	437	440	99.773	9606
615	AC016598.1	560	AC183378	113664	460.0	249	314	93.312	9598
616	CARD8-AS1	1969	NR_040599	1984	3631.0	1966	1969	99.949	9606
617	CARD8-AS1	1969	XR_675993	2289	3424.0	1854	1969	98.121	9598
618	AL137779.1	599	NG_047069	174420	983.0	532	532	100.0	9606
619	AL137779.1	599	AC191734	223618	414.0	224	368	87.228	9598
620	AC136604.3	485	NR_134259	881	870.0	471	471	100.0	9606
621	AC136604.3	485	XR_001718083	1226	438.0	237	246	98.78	9598
622	AL513348.1	440	AL513348	138641	547.0	296	296	100.0	9606
623	AL513348.1	440	AC146196	219011	147.0	79	91	95.604	9598
624	AL160191.1	576	AL160191	206256	503.0	272	272	100.0	9606
625	AL160191.1	576	AC146161	205885	390.0	211	273	92.674	9598
626	AC002375.1	581	AC002375	102579	676.0	366	366	100.0	9606
627	AC002375.1	581	AC275777	230951	189.0	102	141	91.489	9598
628	AC008056.2	551	NG_052991	1704918	765.0	414	414	100.0	9606
629	AC008056.2	551	AC192162	229196	283.0	153	187	94.118	9598
630	AL592114.3	446	XM_017000690	11663	638.0	345	345	100.0	9606
631	AL592114.3	446	XM_016936748	7715	148.0	80	80	100.0	9598
632	AL592114.3	446	AC024068	157066	126.0	68	102	89.216	10090
633	AL049651.1	719	BC045663	4185	1312.0	710	719	99.583	9606
634	AL049651.1	719	AC193891	200301	215.0	116	173	89.017	9598
635	FAM230B	3566	NR_165621	3464	6388.0	3459	3459	100.0	9606
636	FAM230B	3566	XM_024352762	1568	2505.0	1356	1454	97.799	9598
637	AJ006995.1	572	CP068257	45827691	481.0	260	260	100.0	9606
638	AJ006995.1	572	BS000222	189474	453.0	245	260	98.077	9598
639	FMR1-IT1	343	NG_007529	46135	558.0	302	345	95.942	9606
640	FMR1-IT1	343	AC195275	187310	536.0	290	346	94.798	9598
641	AC034229.1	943	AC034229	145918	1507.0	816	816	100.0	9606
642	AC034229.1	943	AC187617	224385	492.0	266	317	94.953	9598
643	ASAP1-IT2	2031	NR_045385	2031	3751.0	2031	2031	100.0	9606
644	ASAP1-IT2	2031	AC220988	207392	387.0	209	306	89.869	9598
645	AL137230.1	698	AL137230	197284	473.0	256	259	99.614	9606
646	AL137230.1	698	XR_001709286	1696	451.0	244	251	99.203	9598
647	AC006042.4	692	NR_110018	1186	1279.0	692	692	100.0	9606
648	AC006042.4	692	AC147035	177446	1166.0	631	656	98.78	9598
649	AC017100.1	1169	CP068260	80542536	2159.0	1169	1169	100.0	9606
650	AC017100.1	1169	XM_009433890	2041	2063.0	1117	1173	98.551	9598
651	LINC01012	2771	NR_038292	2785	5118.0	2771	2771	100.0	9606
652	LINC01012	2771	AC138582	119613	560.0	303	765	80.784	9598
653	AC005291.1	641	AP023477	80688777	736.0	398	398	100.0	9606
654	AC005291.1	641	AC195293	212904	305.0	165	288	86.111	9598
655	AC108134.4	302	CP068262	96330493	285.0	154	154	100.0	9606
656	AC108134.4	302	AC280213	204527	241.0	130	154	94.805	9598
657	AC008737.3	221	NG_052795	105438	350.0	189	193	99.482	9606
658	AC008737.3	221	AC192471	215409	344.0	186	193	98.964	9598
659	AL132800.1	698	AL132800	185251	1026.0	555	555	100.0	9606
660	AL132800.1	698	XR_001709056	3572	241.0	130	142	97.183	9598
661	AL132800.1	698	AC109220	212018	56.5	30	34	97.059	10090
662	AC015921.1	2546	NR_110818	2547	4702.0	2546	2546	100.0	9606
663	AC015921.1	2546	XM_016931196	6618	183.0	99	108	97.222	9598
664	AC015921.1	2546	XM_005220161	5545	89.8	48	48	100.0	9913
665	AC015921.1	2546	AC130828	182673	52.8	28	28	100.0	10090
666	AC019209.3	772	AC087256	149546	1029.0	557	557	100.0	9606
667	AC019209.3	772	AC087568	150199	259.0	140	206	89.32	9598
668	BACH1-AS1	700	CP068257	45827691	1005.0	544	544	100.0	9606
669	BACH1-AS1	700	BS000172	220133	970.0	525	543	98.895	9598
670	LINC00596	937	BX161431	930	1685.0	912	937	99.253	9606
671	LINC00596	937	AC275795	157460	704.0	381	399	98.496	9598
672	Z82217.1	8149	NG_029628	296803	15049.0	8149	8149	100.0	9606
673	Z82217.1	8149	AC146469	191684	14067.0	7617	8158	97.904	9598
674	AC010536.3	533	CP068262	96330493	985.0	533	533	100.0	9606
675	AC010536.3	533	AC191738	224140	630.0	341	381	96.588	9598
676	AC010536.3	533	AC121975	174928	198.0	107	151	90.728	10090
677	AC010536.3	533	NM_001205619	3020	185.0	100	130	92.308	9913
678	AC010536.3	533	LR812058	48052324	54.7	29	29	100.0	7955
679	AC006033.2	1968	NG_001336	140728	2892.0	1566	1566	100.0	9606
680	AC006033.2	1968	AC189701	172012	2787.0	1509	1569	98.789	9598
681	LINC02476	1577	NR_131961	1583	2913.0	1577	1577	100.0	9606
682	LINC02476	1577	AC192571	206973	2350.0	1272	1366	97.804	9598
683	AC012363.2	555	AC012363	217346	604.0	327	327	100.0	9606
684	AC012363.2	555	AC157754	224163	156.0	84	111	91.892	9598
685	AC019077.1	397	AC019077	190437	590.0	319	319	100.0	9606
686	AC019077.1	397	AC161618	192432	414.0	224	275	93.818	9598
687	AC026471.3	578	XR_674936	949	1057.0	572	578	99.654	9598
688	AC026471.3	578	AP023476	94690957	761.0	412	412	100.0	9606
689	AC026471.3	578	XM_005224841	2350	287.0	155	233	88.841	9913
690	AC026471.3	578	JN958590	38526	241.0	130	280	82.5	10090
691	AC018410.2	610	NG_009365	31277	1026.0	555	559	99.821	9606
692	AC018410.2	610	AC157531	183251	104.0	56	65	95.385	9598
693	Z95114.2	2205	Z95114	212753	4072.0	2205	2205	100.0	9606
694	Z95114.2	2205	AC156808	167270	392.0	212	323	88.854	9598
695	AC091564.4	820	AK021852	948	1509.0	817	820	99.878	9606
696	AC091564.4	820	XM_016920276	10752	1101.0	596	605	99.504	9598
697	AC091564.4	820	AC174380	173395	632.0	342	630	85.556	10090
698	AC091564.4	820	XM_002693149	10690	562.0	304	622	83.762	9913
699	PRR29-AS1	2926	NR_126169	2926	5404.0	2926	2926	100.0	9606
700	PRR29-AS1	2926	AC280189	156521	2785.0	1508	1561	98.975	9598
701	AP001107.9	1504	AP001107	196662	1705.0	923	923	100.0	9606
702	AP001107.9	1504	AC192582	219063	1672.0	905	924	99.351	9598
703	RXYLT1-AS1	1282	NG_033244	36756	2111.0	1143	1143	100.0	9606
704	RXYLT1-AS1	1282	XM_509188	1883	316.0	171	171	100.0	9598
705	RXYLT1-AS1	1282	NM_001038114	1492	220.0	119	173	89.595	9913
706	AC027237.3	1778	NR_132970	1793	3284.0	1778	1778	100.0	9606
707	AC027237.3	1778	XM_001174899	3721	420.0	227	236	98.729	9598
708	SGO1-AS1	2371	AC099055	155962	970.0	525	528	99.811	9606
709	SGO1-AS1	2371	XR_001713205	2760	848.0	459	474	98.945	9598
710	AC100863.1	560	AP023478	77846715	335.0	181	181	100.0	9606
711	AC100863.1	560	AC167287	164380	143.0	77	119	88.235	9598
712	AL355076.2	574	AL359236	181833	555.0	300	303	99.67	9606
713	AC009119.1	577	AC009119	181020	935.0	506	506	100.0	9606
714	AC009119.1	577	AC196108	197989	252.0	136	175	92.571	9598
715	AC113404.1	756	AC113404	197591	702.0	380	380	100.0	9606
716	AC113404.1	756	AC147263	182371	189.0	102	149	89.933	10090
717	AC113404.1	756	XM_526889	11556	174.0	94	94	100.0	9598
718	AC113404.1	756	XM_005211209	2401	141.0	76	94	93.617	9913
719	AC113404.1	756	AC189006	160596	124.0	67	103	88.35	9031
720	AC008735.2	549	NG_032904	27667	891.0	482	486	99.794	9606
721	AC008735.2	549	XM_016936912	3118	135.0	73	79	97.468	9598
722	AC008735.2	549	XM_010815476	2934	134.0	72	79	97.468	9913
723	AC008735.2	549	XM_006539728	3396	128.0	69	78	96.154	10090
724	AC008735.2	549	BC122000	1876	93.5	50	68	91.176	8364
725	AC021351.1	701	AC040918	175919	819.0	443	443	100.0	9606
726	AC021351.1	701	XR_001709861	416	119.0	64	70	97.143	9598
727	AC097382.1	591	AC097382	210515	828.0	448	460	99.13	9606
728	AC097382.1	591	AC192570	224990	414.0	224	295	92.203	9598
729	AL445465.1	719	XR_001718529	1654	477.0	258	267	98.876	9598
730	AL445465.1	719	AL445465	126388	460.0	249	253	99.605	9606
731	AL445465.1	719	NM_001192362	4264	246.0	133	161	94.41	9913
732	AL445465.1	719	XM_015284761	4855	137.0	74	159	82.39	9031
733	AP003032.1	277	AP003032	92358	351.0	190	190	100.0	9606
734	AP003032.1	277	AC192340	209771	169.0	91	141	88.652	9598
735	CYTOR	7512	AC133644	192181	13361.0	7235	7235	100.0	9606
736	CYTOR	7512	AC270571	203012	12573.0	6808	7246	98.04	9598
737	AC015563.1	468	CP068260	80542536	564.0	305	467	89.293	9606
738	AC015563.1	468	AC147091	170233	296.0	160	228	90.351	9598
739	LINC02395	3157	NR_110048	3157	5830.0	3157	3157	100.0	9606
740	LINC02395	3157	XR_001707986	1874	1284.0	695	792	96.338	9598
741	AC114488.3	480	AC068629	191117	606.0	328	328	100.0	9606
742	AC114488.3	480	XM_024357556	2170	167.0	90	90	100.0	9598
743	AC130462.1	549	EU887616	3496	534.0	289	289	100.0	9606
744	AC130462.1	549	XM_016928896	6361	523.0	283	286	99.65	9598
745	AC130462.1	549	D85612	3638	512.0	277	286	98.951	10090
746	AC130462.1	549	XM_005218707	5432	468.0	253	286	96.154	9913
747	SKAP1-AS1	687	AC027152	132735	998.0	540	540	100.0	9606
748	SKAP1-AS1	687	AC152891	197819	324.0	175	318	85.849	9598
749	AC021205.3	1709	NG_029067	78528	2529.0	1369	1369	100.0	9606
750	AC021205.3	1709	AC157217	159245	2418.0	1309	1381	98.407	9598
751	LINC01179	2163	NR_121676	2163	3995.0	2163	2163	100.0	9606
752	LINC01179	2163	AC275741	169111	366.0	198	268	91.418	9598
753	AC080011.1	989	AC080011	106902	1744.0	944	944	100.0	9606
754	AC080011.1	989	BS000109	157620	375.0	203	264	92.424	9598
755	CRTC3-AS1	657	NR_120372	654	1208.0	654	654	100.0	9606
756	CRTC3-AS1	657	XR_674731	909	294.0	159	162	99.383	9598
757	AC055720.2	172	NM_002223	12564	233.0	126	126	100.0	9606
758	AC055720.2	172	XM_016923766	12356	222.0	120	126	98.413	9598
759	DSCAM-AS1	1640	NR_038896	1640	3029.0	1640	1640	100.0	9606
760	DSCAM-AS1	1640	BS000158	190319	1343.0	727	784	97.577	9598
761	AL353770.4	1126	AL353770	130898	1965.0	1064	1064	100.0	9606
762	AL353770.4	1126	CU467111	186811	333.0	180	283	87.986	9598
763	AC007406.5	3170	AC007406	177402	5854.0	3170	3170	100.0	9606
764	AC007406.5	3170	AL954243	216379	315.0	170	240	90.417	9598
765	AC137761.1	601	XM_024354011	1346	503.0	272	373	91.153	9598
766	AC137761.1	601	XR_001737751	627	490.0	265	280	98.214	9606
767	AL034550.2	1771	NR_110619	1771	3271.0	1771	1771	100.0	9606
768	AL034550.2	1771	AC192061	201160	429.0	232	384	87.24	9598
769	Z99127.1	670	NR_121196	670	1238.0	670	670	100.0	9606
770	AC078785.1	764	XR_002959637	948	721.0	390	390	100.0	9606
771	AC078785.1	764	XR_001713540	1235	514.0	278	293	98.294	9598
